test_id,wall_clock,asset_id,x,y,speed,position_accuracy,cumulative_distance_m
TEST-13-GPS-DENIED-DRIFT,1775091077.018,alpha,1041.3,1.0,4.96,4.96,990.0
TEST-13-GPS-DENIED-DRIFT,1775091077.018,bravo,1242.5,-7.8,4.96,5.01,1002.1
TEST-13-GPS-DENIED-DRIFT,1775091077.018,charlie,1531.1,-0.6,4.98,5.32,1064.7
TEST-13-GPS-DENIED-DRIFT,1775091077.271,alpha,1045.1,1.0,4.96,4.98,993.7
TEST-13-GPS-DENIED-DRIFT,1775091077.271,bravo,1246.3,-7.7,4.96,5.03,1005.8
TEST-13-GPS-DENIED-DRIFT,1775091077.271,charlie,1534.9,-0.6,4.98,5.34,1068.5
TEST-13-GPS-DENIED-DRIFT,1775091077.526,alpha,1048.8,1.0,4.96,5.00,997.5
TEST-13-GPS-DENIED-DRIFT,1775091077.526,bravo,1250.0,-7.7,4.96,5.05,1009.5
TEST-13-GPS-DENIED-DRIFT,1775091077.526,charlie,1538.6,-0.6,4.98,5.35,1072.2
TEST-13-GPS-DENIED-DRIFT,1775091077.777,alpha,1052.5,1.0,4.96,5.01,1001.2
TEST-13-GPS-DENIED-DRIFT,1775091077.777,bravo,1253.8,-7.7,4.96,5.07,1013.3
TEST-13-GPS-DENIED-DRIFT,1775091077.777,charlie,1542.4,-0.6,4.98,5.37,1076.0
TEST-13-GPS-DENIED-DRIFT,1775091078.033,alpha,1056.2,1.0,4.96,5.03,1004.9
TEST-13-GPS-DENIED-DRIFT,1775091078.033,bravo,1257.5,-7.6,4.96,5.09,1017.0
TEST-13-GPS-DENIED-DRIFT,1775091078.033,charlie,1546.1,-0.6,4.98,5.39,1079.7
TEST-13-GPS-DENIED-DRIFT,1775091078.286,alpha,1059.9,1.0,4.96,5.05,1008.6
TEST-13-GPS-DENIED-DRIFT,1775091078.286,bravo,1261.2,-7.6,4.96,5.11,1020.8
TEST-13-GPS-DENIED-DRIFT,1775091078.286,charlie,1549.9,-0.6,4.98,5.41,1083.5
TEST-13-GPS-DENIED-DRIFT,1775091078.540,alpha,1063.7,1.1,4.97,5.07,1012.4
TEST-13-GPS-DENIED-DRIFT,1775091078.540,bravo,1265.0,-7.5,4.96,5.12,1024.5
TEST-13-GPS-DENIED-DRIFT,1775091078.540,charlie,1553.6,-0.7,4.98,5.43,1087.2
TEST-13-GPS-DENIED-DRIFT,1775091078.790,alpha,1067.4,1.1,4.97,5.09,1016.1
TEST-13-GPS-DENIED-DRIFT,1775091078.790,bravo,1268.7,-7.5,4.96,5.14,1028.2
TEST-13-GPS-DENIED-DRIFT,1775091078.790,charlie,1557.4,-0.7,4.98,5.45,1091.0
TEST-13-GPS-DENIED-DRIFT,1775091079.046,alpha,1071.1,1.1,4.97,5.11,1019.8
TEST-13-GPS-DENIED-DRIFT,1775091079.046,bravo,1272.5,-7.5,4.96,5.16,1032.0
TEST-13-GPS-DENIED-DRIFT,1775091079.046,charlie,1561.1,-0.7,4.98,5.47,1094.8
TEST-13-GPS-DENIED-DRIFT,1775091079.304,alpha,1074.9,1.1,4.97,5.13,1023.5
TEST-13-GPS-DENIED-DRIFT,1775091079.304,bravo,1276.2,-7.4,4.96,5.18,1035.7
TEST-13-GPS-DENIED-DRIFT,1775091079.304,charlie,1564.9,-0.7,4.98,5.49,1098.5
TEST-13-GPS-DENIED-DRIFT,1775091079.558,alpha,1078.6,1.1,4.97,5.14,1027.3
TEST-13-GPS-DENIED-DRIFT,1775091079.558,bravo,1279.9,-7.4,4.96,5.20,1039.4
TEST-13-GPS-DENIED-DRIFT,1775091079.558,charlie,1568.6,-0.8,4.98,5.50,1102.3
TEST-13-GPS-DENIED-DRIFT,1775091079.809,alpha,1082.3,1.1,4.97,5.16,1031.0
TEST-13-GPS-DENIED-DRIFT,1775091079.809,bravo,1283.7,-7.3,4.97,5.22,1043.2
TEST-13-GPS-DENIED-DRIFT,1775091079.809,charlie,1572.4,-0.8,4.98,5.52,1106.0
TEST-13-GPS-DENIED-DRIFT,1775091080.066,alpha,1086.1,1.1,4.97,5.18,1034.7
TEST-13-GPS-DENIED-DRIFT,1775091080.066,bravo,1287.4,-7.3,4.97,5.24,1046.9
TEST-13-GPS-DENIED-DRIFT,1775091080.066,charlie,1576.2,-0.8,4.98,5.54,1109.8
TEST-13-GPS-DENIED-DRIFT,1775091080.320,alpha,1089.8,1.1,4.97,5.20,1038.5
TEST-13-GPS-DENIED-DRIFT,1775091080.320,bravo,1291.1,-7.2,4.97,5.25,1050.7
TEST-13-GPS-DENIED-DRIFT,1775091080.320,charlie,1579.9,-0.8,4.98,5.56,1113.5
TEST-13-GPS-DENIED-DRIFT,1775091080.574,alpha,1093.5,1.2,4.97,5.22,1042.2
TEST-13-GPS-DENIED-DRIFT,1775091080.574,bravo,1294.9,-7.2,4.97,5.27,1054.4
TEST-13-GPS-DENIED-DRIFT,1775091080.574,charlie,1583.7,-0.9,4.98,5.58,1117.3
TEST-13-GPS-DENIED-DRIFT,1775091080.825,alpha,1097.3,1.2,4.97,5.24,1045.9
TEST-13-GPS-DENIED-DRIFT,1775091080.825,bravo,1298.6,-7.1,4.97,5.29,1058.1
TEST-13-GPS-DENIED-DRIFT,1775091080.825,charlie,1587.4,-0.9,4.98,5.60,1121.0
TEST-13-GPS-DENIED-DRIFT,1775091081.080,alpha,1101.0,1.2,4.97,5.26,1049.7
TEST-13-GPS-DENIED-DRIFT,1775091081.080,bravo,1302.3,-7.1,4.97,5.31,1061.9
TEST-13-GPS-DENIED-DRIFT,1775091081.080,charlie,1591.2,-0.9,4.98,5.62,1124.8
TEST-13-GPS-DENIED-DRIFT,1775091081.334,alpha,1104.7,1.2,4.97,5.28,1053.4
TEST-13-GPS-DENIED-DRIFT,1775091081.334,bravo,1306.1,-7.0,4.97,5.33,1065.6
TEST-13-GPS-DENIED-DRIFT,1775091081.334,charlie,1594.9,-1.0,4.98,5.63,1128.6
TEST-13-GPS-DENIED-DRIFT,1775091081.587,alpha,1108.5,1.2,4.97,5.29,1057.2
TEST-13-GPS-DENIED-DRIFT,1775091081.587,bravo,1309.8,-7.0,4.97,5.35,1069.3
TEST-13-GPS-DENIED-DRIFT,1775091081.587,charlie,1598.7,-1.0,4.98,5.65,1132.3
TEST-13-GPS-DENIED-DRIFT,1775091081.839,alpha,1112.2,1.2,4.97,5.31,1060.9
TEST-13-GPS-DENIED-DRIFT,1775091081.839,bravo,1313.5,-7.0,4.97,5.37,1073.1
TEST-13-GPS-DENIED-DRIFT,1775091081.839,charlie,1602.4,-1.1,4.98,5.67,1136.1
TEST-13-GPS-DENIED-DRIFT,1775091082.094,alpha,1116.0,1.2,4.97,5.33,1064.6
TEST-13-GPS-DENIED-DRIFT,1775091082.094,bravo,1317.3,-6.9,4.97,5.39,1076.8
TEST-13-GPS-DENIED-DRIFT,1775091082.094,charlie,1606.2,-1.1,4.98,5.69,1139.8
TEST-13-GPS-DENIED-DRIFT,1775091082.347,alpha,1119.7,1.2,4.97,5.35,1068.4
TEST-13-GPS-DENIED-DRIFT,1775091082.347,bravo,1321.0,-6.9,4.97,5.40,1080.5
TEST-13-GPS-DENIED-DRIFT,1775091082.347,charlie,1609.9,-1.2,4.98,5.71,1143.6
TEST-13-GPS-DENIED-DRIFT,1775091082.600,alpha,1123.4,1.3,4.97,5.37,1072.1
TEST-13-GPS-DENIED-DRIFT,1775091082.600,bravo,1324.7,-6.8,4.97,5.42,1084.3
TEST-13-GPS-DENIED-DRIFT,1775091082.600,charlie,1613.7,-1.2,4.98,5.73,1147.3
TEST-13-GPS-DENIED-DRIFT,1775091082.852,alpha,1127.2,1.3,4.97,5.39,1075.9
TEST-13-GPS-DENIED-DRIFT,1775091082.852,bravo,1328.5,-6.8,4.97,5.44,1088.0
TEST-13-GPS-DENIED-DRIFT,1775091082.852,charlie,1617.4,-1.3,4.98,5.75,1151.0
TEST-13-GPS-DENIED-DRIFT,1775091083.106,alpha,1130.9,1.3,4.97,5.41,1079.6
TEST-13-GPS-DENIED-DRIFT,1775091083.106,bravo,1332.2,-6.7,4.97,5.46,1091.8
TEST-13-GPS-DENIED-DRIFT,1775091083.106,charlie,1621.2,-1.3,4.98,5.77,1154.8
TEST-13-GPS-DENIED-DRIFT,1775091083.361,alpha,1134.7,1.3,4.97,5.42,1083.3
TEST-13-GPS-DENIED-DRIFT,1775091083.361,bravo,1336.0,-6.7,4.97,5.48,1095.5
TEST-13-GPS-DENIED-DRIFT,1775091083.361,charlie,1624.9,-1.4,4.98,5.78,1158.5
TEST-13-GPS-DENIED-DRIFT,1775091083.613,alpha,1138.4,1.3,4.97,5.44,1087.1
TEST-13-GPS-DENIED-DRIFT,1775091083.613,bravo,1339.7,-6.7,4.97,5.50,1099.2
TEST-13-GPS-DENIED-DRIFT,1775091083.613,charlie,1628.7,-1.4,4.98,5.80,1162.3
TEST-13-GPS-DENIED-DRIFT,1775091083.865,alpha,1142.1,1.3,4.97,5.46,1090.8
TEST-13-GPS-DENIED-DRIFT,1775091083.865,bravo,1343.5,-6.6,4.97,5.52,1103.0
TEST-13-GPS-DENIED-DRIFT,1775091083.865,charlie,1632.4,-1.5,4.98,5.82,1166.0
TEST-13-GPS-DENIED-DRIFT,1775091084.121,alpha,1145.9,1.3,4.97,5.48,1094.6
TEST-13-GPS-DENIED-DRIFT,1775091084.121,bravo,1347.2,-6.6,4.97,5.53,1106.7
TEST-13-GPS-DENIED-DRIFT,1775091084.121,charlie,1636.1,-1.5,4.98,5.84,1169.8
TEST-13-GPS-DENIED-DRIFT,1775091084.375,alpha,1149.6,1.3,4.97,5.50,1098.3
TEST-13-GPS-DENIED-DRIFT,1775091084.375,bravo,1351.0,-6.6,4.97,5.55,1110.5
TEST-13-GPS-DENIED-DRIFT,1775091084.375,charlie,1639.9,-1.6,4.98,5.86,1173.5
TEST-13-GPS-DENIED-DRIFT,1775091084.631,alpha,1153.4,1.3,4.97,5.52,1102.0
TEST-13-GPS-DENIED-DRIFT,1775091084.631,bravo,1354.7,-6.6,4.97,5.57,1114.2
TEST-13-GPS-DENIED-DRIFT,1775091084.631,charlie,1643.6,-1.6,4.98,5.88,1177.2
TEST-13-GPS-DENIED-DRIFT,1775091084.885,alpha,1157.1,1.3,4.98,5.54,1105.8
TEST-13-GPS-DENIED-DRIFT,1775091084.885,bravo,1358.4,-6.5,4.97,5.59,1118.0
TEST-13-GPS-DENIED-DRIFT,1775091084.885,charlie,1647.3,-1.7,4.98,5.90,1181.0
TEST-13-GPS-DENIED-DRIFT,1775091085.140,alpha,1160.8,1.3,4.98,5.56,1109.5
TEST-13-GPS-DENIED-DRIFT,1775091085.140,bravo,1362.2,-6.5,4.97,5.61,1121.7
TEST-13-GPS-DENIED-DRIFT,1775091085.140,charlie,1651.1,-1.7,4.98,5.92,1184.7
TEST-13-GPS-DENIED-DRIFT,1775091085.394,alpha,1164.6,1.3,4.98,5.57,1113.2
TEST-13-GPS-DENIED-DRIFT,1775091085.394,bravo,1365.9,-6.5,4.97,5.63,1125.5
TEST-13-GPS-DENIED-DRIFT,1775091085.394,charlie,1654.8,-1.8,4.98,5.93,1188.4
TEST-13-GPS-DENIED-DRIFT,1775091085.648,alpha,1168.3,1.3,4.98,5.59,1117.0
TEST-13-GPS-DENIED-DRIFT,1775091085.648,bravo,1369.7,-6.5,4.97,5.65,1129.2
TEST-13-GPS-DENIED-DRIFT,1775091085.648,charlie,1658.5,-1.8,4.98,5.95,1192.2
TEST-13-GPS-DENIED-DRIFT,1775091085.900,alpha,1172.0,1.3,4.98,5.61,1120.7
TEST-13-GPS-DENIED-DRIFT,1775091085.900,bravo,1373.4,-6.5,4.97,5.66,1132.9
TEST-13-GPS-DENIED-DRIFT,1775091085.900,charlie,1662.3,-1.9,4.98,5.97,1195.9
TEST-13-GPS-DENIED-DRIFT,1775091086.156,alpha,1175.8,1.3,4.98,5.63,1124.5
TEST-13-GPS-DENIED-DRIFT,1775091086.156,bravo,1377.2,-6.4,4.97,5.68,1136.7
TEST-13-GPS-DENIED-DRIFT,1775091086.156,charlie,1666.0,-1.9,4.98,5.99,1199.6
TEST-13-GPS-DENIED-DRIFT,1775091086.410,alpha,1179.5,1.3,4.98,5.65,1128.2
TEST-13-GPS-DENIED-DRIFT,1775091086.410,bravo,1380.9,-6.4,4.97,5.70,1140.4
TEST-13-GPS-DENIED-DRIFT,1775091086.410,charlie,1669.8,-2.0,4.98,6.01,1203.4
TEST-13-GPS-DENIED-DRIFT,1775091086.664,alpha,1183.3,1.3,4.98,5.67,1131.9
TEST-13-GPS-DENIED-DRIFT,1775091086.664,bravo,1384.7,-6.4,4.97,5.72,1144.2
TEST-13-GPS-DENIED-DRIFT,1775091086.664,charlie,1673.5,-2.0,4.98,6.03,1207.1
TEST-13-GPS-DENIED-DRIFT,1775091086.919,alpha,1187.0,1.3,4.98,5.69,1135.7
TEST-13-GPS-DENIED-DRIFT,1775091086.919,bravo,1388.4,-6.4,4.97,5.74,1147.9
TEST-13-GPS-DENIED-DRIFT,1775091086.919,charlie,1677.2,-2.1,4.98,6.05,1210.9
TEST-13-GPS-DENIED-DRIFT,1775091087.172,alpha,1190.8,1.3,4.98,5.70,1139.4
TEST-13-GPS-DENIED-DRIFT,1775091087.172,bravo,1392.2,-6.4,4.97,5.76,1151.7
TEST-13-GPS-DENIED-DRIFT,1775091087.172,charlie,1681.0,-2.1,4.98,6.06,1214.6
TEST-13-GPS-DENIED-DRIFT,1775091087.425,alpha,1194.5,1.4,4.98,5.72,1143.2
TEST-13-GPS-DENIED-DRIFT,1775091087.425,bravo,1395.9,-6.4,4.97,5.78,1155.4
TEST-13-GPS-DENIED-DRIFT,1775091087.425,charlie,1684.7,-2.1,4.98,6.08,1218.3
TEST-13-GPS-DENIED-DRIFT,1775091087.678,alpha,1198.3,1.4,4.98,5.74,1146.9
TEST-13-GPS-DENIED-DRIFT,1775091087.678,bravo,1399.7,-6.3,4.97,5.80,1159.2
TEST-13-GPS-DENIED-DRIFT,1775091087.678,charlie,1688.4,-2.2,4.98,6.10,1222.1
TEST-13-GPS-DENIED-DRIFT,1775091087.932,alpha,1202.0,1.4,4.98,5.76,1150.7
TEST-13-GPS-DENIED-DRIFT,1775091087.932,bravo,1403.4,-6.3,4.97,5.81,1162.9
TEST-13-GPS-DENIED-DRIFT,1775091087.932,charlie,1692.2,-2.2,4.98,6.12,1225.8
TEST-13-GPS-DENIED-DRIFT,1775091088.186,alpha,1205.8,1.4,4.98,5.78,1154.4
TEST-13-GPS-DENIED-DRIFT,1775091088.186,bravo,1407.1,-6.3,4.97,5.83,1166.7
TEST-13-GPS-DENIED-DRIFT,1775091088.186,charlie,1695.9,-2.3,4.98,6.14,1229.5
TEST-13-GPS-DENIED-DRIFT,1775091088.440,alpha,1209.5,1.4,4.98,5.80,1158.2
TEST-13-GPS-DENIED-DRIFT,1775091088.440,bravo,1410.9,-6.3,4.97,5.85,1170.4
TEST-13-GPS-DENIED-DRIFT,1775091088.440,charlie,1699.6,-2.3,4.98,6.16,1233.3
TEST-13-GPS-DENIED-DRIFT,1775091088.693,alpha,1213.3,1.4,4.98,5.82,1161.9
TEST-13-GPS-DENIED-DRIFT,1775091088.693,bravo,1414.6,-6.3,4.97,5.87,1174.2
TEST-13-GPS-DENIED-DRIFT,1775091088.693,charlie,1703.4,-2.3,4.99,6.18,1237.0
TEST-13-GPS-DENIED-DRIFT,1775091088.948,alpha,1217.0,1.4,4.98,5.84,1165.7
TEST-13-GPS-DENIED-DRIFT,1775091088.948,bravo,1418.4,-6.2,4.97,5.89,1177.9
TEST-13-GPS-DENIED-DRIFT,1775091088.948,charlie,1707.1,-2.4,4.99,6.20,1240.7
TEST-13-GPS-DENIED-DRIFT,1775091089.203,alpha,1220.8,1.5,4.98,5.85,1169.4
TEST-13-GPS-DENIED-DRIFT,1775091089.203,bravo,1422.1,-6.2,4.97,5.91,1181.7
TEST-13-GPS-DENIED-DRIFT,1775091089.203,charlie,1710.9,-2.4,4.99,6.21,1244.5
TEST-13-GPS-DENIED-DRIFT,1775091089.458,alpha,1224.5,1.5,4.98,5.87,1173.2
TEST-13-GPS-DENIED-DRIFT,1775091089.458,bravo,1425.9,-6.2,4.97,5.93,1185.4
TEST-13-GPS-DENIED-DRIFT,1775091089.458,charlie,1714.6,-2.4,4.99,6.23,1248.2
TEST-13-GPS-DENIED-DRIFT,1775091089.714,alpha,1228.3,1.5,4.98,5.89,1176.9
TEST-13-GPS-DENIED-DRIFT,1775091089.714,bravo,1429.6,-6.2,4.97,5.94,1189.2
TEST-13-GPS-DENIED-DRIFT,1775091089.714,charlie,1718.3,-2.5,4.99,6.25,1252.0
TEST-13-GPS-DENIED-DRIFT,1775091089.969,alpha,1232.0,1.5,4.98,5.91,1180.7
TEST-13-GPS-DENIED-DRIFT,1775091089.969,bravo,1433.4,-6.2,4.97,5.96,1192.9
TEST-13-GPS-DENIED-DRIFT,1775091089.969,charlie,1722.1,-2.5,4.99,6.27,1255.7
TEST-13-GPS-DENIED-DRIFT,1775091090.224,alpha,1235.8,1.5,4.98,5.93,1184.5
TEST-13-GPS-DENIED-DRIFT,1775091090.224,bravo,1437.1,-6.2,4.97,5.98,1196.7
TEST-13-GPS-DENIED-DRIFT,1775091090.224,charlie,1725.8,-2.5,4.99,6.29,1259.4
TEST-13-GPS-DENIED-DRIFT,1775091090.478,alpha,1239.5,1.6,4.98,5.95,1188.2
TEST-13-GPS-DENIED-DRIFT,1775091090.478,bravo,1440.9,-6.1,4.97,6.00,1200.4
TEST-13-GPS-DENIED-DRIFT,1775091090.478,charlie,1729.5,-2.5,4.99,6.31,1263.2
TEST-13-GPS-DENIED-DRIFT,1775091090.732,alpha,1243.3,1.6,4.98,5.97,1192.0
TEST-13-GPS-DENIED-DRIFT,1775091090.732,bravo,1444.6,-6.1,4.97,6.02,1204.2
TEST-13-GPS-DENIED-DRIFT,1775091090.732,charlie,1733.3,-2.6,4.99,6.33,1266.9
TEST-13-GPS-DENIED-DRIFT,1775091090.987,alpha,1247.0,1.6,4.98,5.98,1195.7
TEST-13-GPS-DENIED-DRIFT,1775091090.987,bravo,1448.4,-6.1,4.97,6.04,1207.9
TEST-13-GPS-DENIED-DRIFT,1775091090.987,charlie,1737.0,-2.6,4.99,6.35,1270.6
TEST-13-GPS-DENIED-DRIFT,1775091091.242,alpha,1250.8,1.6,4.98,6.00,1199.5
TEST-13-GPS-DENIED-DRIFT,1775091091.242,bravo,1452.1,-6.1,4.97,6.06,1211.7
TEST-13-GPS-DENIED-DRIFT,1775091091.242,charlie,1740.7,-2.6,4.99,6.36,1274.4
TEST-13-GPS-DENIED-DRIFT,1775091091.497,alpha,1254.5,1.7,4.98,6.02,1203.2
TEST-13-GPS-DENIED-DRIFT,1775091091.497,bravo,1455.9,-6.1,4.97,6.07,1215.4
TEST-13-GPS-DENIED-DRIFT,1775091091.497,charlie,1744.5,-2.6,4.99,6.38,1278.1
TEST-13-GPS-DENIED-DRIFT,1775091091.748,alpha,1258.3,1.7,4.98,6.04,1207.0
TEST-13-GPS-DENIED-DRIFT,1775091091.748,bravo,1459.6,-6.1,4.97,6.09,1219.1
TEST-13-GPS-DENIED-DRIFT,1775091091.748,charlie,1748.2,-2.6,4.99,6.40,1281.8
TEST-13-GPS-DENIED-DRIFT,1775091092.005,alpha,1262.0,1.7,4.98,6.06,1210.7
TEST-13-GPS-DENIED-DRIFT,1775091092.005,bravo,1463.4,-6.1,4.97,6.11,1222.9
TEST-13-GPS-DENIED-DRIFT,1775091092.005,charlie,1751.9,-2.7,4.99,6.42,1285.6
TEST-13-GPS-DENIED-DRIFT,1775091092.259,alpha,1265.8,1.7,4.98,6.08,1214.5
TEST-13-GPS-DENIED-DRIFT,1775091092.259,bravo,1467.1,-6.1,4.97,6.13,1226.6
TEST-13-GPS-DENIED-DRIFT,1775091092.259,charlie,1755.7,-2.7,4.99,6.44,1289.3
TEST-13-GPS-DENIED-DRIFT,1775091092.513,alpha,1269.5,1.8,4.98,6.10,1218.2
TEST-13-GPS-DENIED-DRIFT,1775091092.513,bravo,1470.8,-6.1,4.97,6.15,1230.4
TEST-13-GPS-DENIED-DRIFT,1775091092.513,charlie,1759.4,-2.7,4.99,6.46,1293.0
TEST-13-GPS-DENIED-DRIFT,1775091092.765,alpha,1273.3,1.8,4.98,6.12,1222.0
TEST-13-GPS-DENIED-DRIFT,1775091092.765,bravo,1474.6,-6.1,4.98,6.17,1234.1
TEST-13-GPS-DENIED-DRIFT,1775091092.765,charlie,1763.1,-2.7,4.99,6.48,1296.8
TEST-13-GPS-DENIED-DRIFT,1775091093.022,alpha,1277.0,1.8,4.98,6.13,1225.7
TEST-13-GPS-DENIED-DRIFT,1775091093.022,bravo,1478.3,-6.1,4.98,6.19,1237.9
TEST-13-GPS-DENIED-DRIFT,1775091093.022,charlie,1766.9,-2.7,4.99,6.49,1300.5
TEST-13-GPS-DENIED-DRIFT,1775091093.275,alpha,1280.8,1.9,4.98,6.15,1229.5
TEST-13-GPS-DENIED-DRIFT,1775091093.275,bravo,1482.1,-6.1,4.98,6.21,1241.6
TEST-13-GPS-DENIED-DRIFT,1775091093.275,charlie,1770.6,-2.7,4.99,6.51,1304.2
TEST-13-GPS-DENIED-DRIFT,1775091093.530,alpha,1284.5,1.9,4.98,6.17,1233.2
TEST-13-GPS-DENIED-DRIFT,1775091093.530,bravo,1485.8,-6.1,4.98,6.22,1245.3
TEST-13-GPS-DENIED-DRIFT,1775091093.530,charlie,1774.3,-2.7,4.99,6.53,1307.9
TEST-13-GPS-DENIED-DRIFT,1775091093.780,alpha,1288.3,1.9,4.98,6.19,1236.9
TEST-13-GPS-DENIED-DRIFT,1775091093.780,bravo,1489.6,-6.1,4.98,6.24,1249.1
TEST-13-GPS-DENIED-DRIFT,1775091093.780,charlie,1778.0,-2.8,4.99,6.55,1311.7
TEST-13-GPS-DENIED-DRIFT,1775091094.036,alpha,1292.0,2.0,4.98,6.21,1240.7
TEST-13-GPS-DENIED-DRIFT,1775091094.036,bravo,1493.3,-6.1,4.98,6.26,1252.8
TEST-13-GPS-DENIED-DRIFT,1775091094.036,charlie,1781.8,-2.8,4.99,6.57,1315.4
TEST-13-GPS-DENIED-DRIFT,1775091094.289,alpha,1295.8,2.0,4.98,6.23,1244.4
TEST-13-GPS-DENIED-DRIFT,1775091094.289,bravo,1497.0,-6.1,4.98,6.28,1256.6
TEST-13-GPS-DENIED-DRIFT,1775091094.289,charlie,1785.5,-2.8,4.99,6.59,1319.1
TEST-13-GPS-DENIED-DRIFT,1775091094.544,alpha,1299.5,2.0,4.98,6.25,1248.2
TEST-13-GPS-DENIED-DRIFT,1775091094.544,bravo,1500.8,-6.1,4.98,6.30,1260.3
TEST-13-GPS-DENIED-DRIFT,1775091094.544,charlie,1789.2,-2.8,4.99,6.61,1322.8
TEST-13-GPS-DENIED-DRIFT,1775091094.797,alpha,1303.3,2.0,4.98,6.26,1251.9
TEST-13-GPS-DENIED-DRIFT,1775091094.797,bravo,1504.5,-6.1,4.98,6.32,1264.0
TEST-13-GPS-DENIED-DRIFT,1775091094.797,charlie,1792.9,-2.8,4.99,6.63,1326.6
TEST-13-GPS-DENIED-DRIFT,1775091095.052,alpha,1307.0,2.0,4.99,6.28,1255.7
TEST-13-GPS-DENIED-DRIFT,1775091095.052,bravo,1508.2,-6.1,4.98,6.34,1267.8
TEST-13-GPS-DENIED-DRIFT,1775091095.052,charlie,1796.7,-2.8,4.99,6.64,1330.3
TEST-13-GPS-DENIED-DRIFT,1775091095.306,alpha,1310.8,2.0,4.99,6.30,1259.5
TEST-13-GPS-DENIED-DRIFT,1775091095.306,bravo,1512.0,-6.1,4.98,6.35,1271.5
TEST-13-GPS-DENIED-DRIFT,1775091095.306,charlie,1800.4,-2.8,4.99,6.66,1334.0
TEST-13-GPS-DENIED-DRIFT,1775091095.558,alpha,1314.5,2.1,4.99,6.32,1263.2
TEST-13-GPS-DENIED-DRIFT,1775091095.558,bravo,1515.7,-6.1,4.98,6.37,1275.2
TEST-13-GPS-DENIED-DRIFT,1775091095.558,charlie,1804.1,-2.8,4.99,6.68,1337.8
TEST-13-GPS-DENIED-DRIFT,1775091095.810,alpha,1318.3,2.1,4.99,6.34,1267.0
TEST-13-GPS-DENIED-DRIFT,1775091095.810,bravo,1519.5,-6.1,4.98,6.39,1279.0
TEST-13-GPS-DENIED-DRIFT,1775091095.810,charlie,1807.9,-2.8,4.99,6.70,1341.5
TEST-13-GPS-DENIED-DRIFT,1775091096.064,alpha,1322.0,2.1,4.99,6.36,1270.7
TEST-13-GPS-DENIED-DRIFT,1775091096.064,bravo,1523.2,-6.1,4.98,6.41,1282.7
TEST-13-GPS-DENIED-DRIFT,1775091096.064,charlie,1811.6,-2.8,4.99,6.72,1345.2
TEST-13-GPS-DENIED-DRIFT,1775091096.319,alpha,1325.8,2.1,4.99,6.38,1274.5
TEST-13-GPS-DENIED-DRIFT,1775091096.319,bravo,1526.9,-6.1,4.98,6.43,1286.5
TEST-13-GPS-DENIED-DRIFT,1775091096.319,charlie,1815.3,-2.8,4.99,6.74,1348.9
TEST-13-GPS-DENIED-DRIFT,1775091096.572,alpha,1329.6,2.1,4.99,6.40,1278.2
TEST-13-GPS-DENIED-DRIFT,1775091096.572,bravo,1530.7,-6.1,4.98,6.45,1290.2
TEST-13-GPS-DENIED-DRIFT,1775091096.572,charlie,1819.0,-2.8,4.99,6.76,1352.7
TEST-13-GPS-DENIED-DRIFT,1775091096.824,alpha,1333.3,2.1,4.99,6.41,1282.0
TEST-13-GPS-DENIED-DRIFT,1775091096.824,bravo,1534.4,-6.2,4.98,6.47,1293.9
TEST-13-GPS-DENIED-DRIFT,1775091096.824,charlie,1822.8,-2.8,4.99,6.78,1356.4
TEST-13-GPS-DENIED-DRIFT,1775091097.082,alpha,1337.1,2.1,4.99,6.43,1285.8
TEST-13-GPS-DENIED-DRIFT,1775091097.082,bravo,1538.1,-6.2,4.98,6.49,1297.7
TEST-13-GPS-DENIED-DRIFT,1775091097.082,charlie,1826.5,-2.8,4.99,6.79,1360.1
TEST-13-GPS-DENIED-DRIFT,1775091097.335,alpha,1340.8,2.1,4.99,6.45,1289.5
TEST-13-GPS-DENIED-DRIFT,1775091097.335,bravo,1541.9,-6.2,4.98,6.50,1301.4
TEST-13-GPS-DENIED-DRIFT,1775091097.335,charlie,1830.2,-2.8,4.99,6.81,1363.8
TEST-13-GPS-DENIED-DRIFT,1775091097.588,alpha,1344.6,2.1,4.99,6.47,1293.3
TEST-13-GPS-DENIED-DRIFT,1775091097.588,bravo,1545.6,-6.2,4.98,6.52,1305.1
TEST-13-GPS-DENIED-DRIFT,1775091097.588,charlie,1834.0,-2.8,4.99,6.83,1367.6
TEST-13-GPS-DENIED-DRIFT,1775091097.840,alpha,1348.3,2.2,4.99,6.49,1297.0
TEST-13-GPS-DENIED-DRIFT,1775091097.840,bravo,1549.3,-6.2,4.98,6.54,1308.9
TEST-13-GPS-DENIED-DRIFT,1775091097.840,charlie,1837.7,-2.8,4.99,6.85,1371.3
TEST-13-GPS-DENIED-DRIFT,1775091098.097,alpha,1352.1,2.2,4.99,6.51,1300.8
TEST-13-GPS-DENIED-DRIFT,1775091098.097,bravo,1553.1,-6.3,4.98,6.56,1312.6
TEST-13-GPS-DENIED-DRIFT,1775091098.097,charlie,1841.4,-2.8,4.99,6.87,1375.0
TEST-13-GPS-DENIED-DRIFT,1775091098.351,alpha,1355.9,2.2,4.99,6.53,1304.5
TEST-13-GPS-DENIED-DRIFT,1775091098.351,bravo,1556.8,-6.3,4.98,6.58,1316.3
TEST-13-GPS-DENIED-DRIFT,1775091098.351,charlie,1845.1,-2.8,4.99,6.89,1378.8
